部首編號,筆畫數,漢字,總筆劃,說文解字
85,4,汩,7,治水也。从水，曰聲。 〔于筆切〕 (238 / 237)
85,4,汪,7,深廣也。从水，𡉚聲。一曰：汪，池也。 〔烏光切〕 (229 / 229)
85,4,汫,7,
85,4,汭,7,水相入也。从水从內，內亦聲。 〔而銳切〕 (229 / 229)
85,4,汯,7,
85,4,汰,7,
85,4,汱,7,
85,4,汲,7,引水於井也。从水从及，及亦聲。 〔居立切〕 (237 / 236)
85,4,汳,7,水，受陳留浚儀陰溝，至蒙爲雝水，東入于泗。从水，反聲。 【臣鉉等曰：今作汴，非是。】 〔皮變切〕 (227 / 226)
85,4,汴,7,
85,4,汶,7,水，出琅琊朱虛東泰山，東入濰。从水，文聲。桑欽說：汶水，出泰山萊蕪，西南入泲。 〔亡運切〕 (227 / 227)
85,4,汸,7,併船也。象兩舟省總頭形。凡方之屬皆从方。汸，方或从水。 〔府良切〕 (176 / 174)
85,4,決,7,行流也。从水从夬。廬江有決水，出於大別山。 〔古穴切〕 (233 / 232)
85,4,汻,7,水厓也。从水，午聲。 【臣鉉等曰：今作滸，非是。】 〔呼古切〕 (232 / 231)
85,4,汽,7,水涸也。或曰：泣下。从水，气聲。《詩》曰：汽可小康。 〔許訖切〕 (235 / 234)
85,4,汾,7,水，出太原晉陽山，西南入河。从水，分聲。或曰：出汾陽北山，冀州浸。 〔符分切〕 (225 / 225)
85,4,沀,8,
85,4,沁,7,水，出上黨羊頭山，東南入河。从水，心聲。 〔七鴆切〕 (225 / 225)
85,4,沂,7,水，出東海費東，西入泗。从水，斤聲。一曰：沂水，出泰山，蓋青州浸。 〔魚衣切〕 (227 / 227)
85,4,沃,7,溉灌也。从水，芺聲。 〔烏鵠切〕 (233 / 232)
85,4,沄,7,轉流也。从水，云聲。讀若混。 〔王分切〕 (230 / 229)
85,4,沅,7,水，出牂牁故且蘭，東北入江。从水，元聲。 〔愚袁切〕 (225 / 224)
85,4,沆,7,莽沆，大水也。从水，亢聲。一曰：大澤皃。 〔胡朗切〕 (230 / 229)
85,4,沇,7,水，出河東東垣王屋山，東爲泲。从水，允聲。沿，古文沇。 〔以轉切〕 【臣鉉等曰：〈口部〉巳有，此重出。】 (226 / 225)
85,4,沈,7,陵上滈水也。从水，冘聲。一曰：濁黕也。 【臣鉉等曰：今俗別作沉，冗不成字，非是。】 〔直深切，又尸甚切〕 (234 / 233)
85,4,沉,7,
85,4,沊,8,
85,4,沋,7,水也。从水，尤聲。 〔羽求切〕 (228 / 228)
85,4,沌,7,
85,4,沍,7,
85,4,沎,7,
85,4,沏,7,
85,4,沐,7,濯髮也。从水，木聲。 〔莫卜切〕 (236 / 236)
85,4,沒,7,沈也。从水从𠬸。 〔莫勃切〕 (233 / 233)
85,4,沓,8,語多沓沓也。从水从曰。遼東有沓縣。 【臣鉉等曰：語多沓沓，若水之流，故从水，會意。】 〔徒合切〕 (100 / 95)
85,4,沔,7,水，出武都沮縣東狼谷，東南入江。或曰：入夏水。从水，丏聲。 〔彌兖切〕 (225 / 225)
85,4,沕,7,
85,4,沖,7,涌搖也。从水、中。讀若動。 〔直弓切〕 (229 / 229)
85,4,沘,7,
85,4,沙,7,水𢿱石也。从水从少。水少沙見，楚東有沙水。𣲡，譚長說：沙或从尐。 〔所加切〕 〔尐，子結切〕 (232 / 231)
85,4,沚,7,小渚曰沚。从水，止聲。《詩》曰：于沼于沚。 〔諸市切〕 (232 / 231)
85,4,沛,7,水，出遼東番汗塞外，西南入海。从水，巿聲。 〔普蓋切〕 (228 / 227)
85,4,沜,7,
85,4,沝,8,二水也。闕。凡沝之屬皆从沝。 〔之壘切〕 (239 / 239)
85,5,沫,8,水，出蜀西徼外，東南入江。从水，末聲。 〔莫割切〕 (225 / 224)
85,5,沬,8,洒面也。从水，未聲。湏，古文沬从頁。 〔荒內切〕 (237 / 236)
85,5,沭,8,水，出青州浸。从水，朮聲。 〔食聿切〕 (227 / 227)
85,5,沮,8,水，出漢中房陵，東入江。从水，且聲。 〔子余切〕 (225 / 224)
85,5,沰,8,
85,5,沱,8,江別流也，出㟭山，東別爲沱。从水，它聲。 【臣鉉等曰：沱沼之沱，通用此字。今別作池，非是。】 〔徒何切〕 (224 / 224)
85,5,河,8,水，出焞煌塞外昆侖山，發原注海。从水，可聲。 〔乎哥切〕 (224 / 224)
85,5,沴,8,水不利也。从水，㐱聲。《五行傳》曰：若其沴作。 〔郎計切〕 (231 / 231)
85,5,沶,8,
85,5,沷,8,
85,5,沸,8,滭沸，濫泉。从水，弗聲。 〔分勿切，又方未切〕 (232 / 231)
85,5,油,8,水，出武陵孱陵西，東南入江。从水，由聲。 〔以周切〕 (226 / 226)
85,5,沺,8,
85,5,治,8,水，出東萊曲城陽丘山，南入海。从水，台聲。 〔直之切〕 (227 / 227)
85,5,沼,8,池水。从水，召聲。 〔之少切〕 (232 / 232)
85,5,沽,8,水，出漁陽塞外，東入海。从水，古聲。 〔古湖切〕 (228 / 227)
85,5,沾,8,水，出壺關，東入淇。一曰：沾，益也。从水，占聲。 【臣鉉等曰：今別作添，非是。】 〔他兼切〕 (226 / 225)
85,5,沿,8,緣水而下也。从水，㕣聲。《春秋傳》曰：王沿夏。 〔与專切〕 (233 / 232)
85,5,泀,8,
85,5,況,8,寒水也。从水，兄聲。 〔許訪切〕 (229 / 229)
85,5,泂,8,滄也。从水，冋聲。 〔戶褧切〕 (236 / 236)
85,5,泃,8,
85,5,泄,8,水，受九江博安洵波，北入氐。从水，世聲。 〔余制切〕 (227 / 226)
85,5,泅,8,浮行水上也。从水从子。古或以汓爲沒。泅，汓或从囚聲。 〔似由切〕 (233 / 233)
85,5,泆,8,水所蕩泆也。从水，失聲。 〔夷質切〕 (231 / 231)
85,5,泇,8,
85,5,泉,9,水原也。象水流出成川形。凡泉之屬皆从泉。 〔疾緣切〕 (239 / 239)
85,5,泊,8,淺水也。从水，百聲。 〔匹白切〕 (229 / 228)
85,5,泌,8,俠流也。从水，必聲。 〔兵媚切〕 (229 / 229)
85,5,泍,8,
85,5,泏,8,水皃。从水，出聲。讀若窋。 〔竹律切，又口兀切〕 (231 / 230)
85,5,泐,8,水石之理也。从水从阞。《周禮》曰：石有時而泐。 【徐鍇曰：言石因其脈理而解裂也。】 〔盧則切〕 (234 / 234)
85,5,泑,8,澤，在昆侖下。从水，幼聲。讀與𣢜同。 〔於糾切〕 (224 / 224)
85,5,泒,8,水，起鴈門葰人戍夫山，東北入海。从水，瓜聲。 〔古胡切〕 (228 / 228)
85,5,泓,8,下深皃。从水，弘聲。 〔烏宏切〕 (230 / 230)
85,5,泔,8,周謂潘曰泔。从水，甘聲。 〔古三切〕 (236 / 235)
85,5,法,8,刑也。平之如水，从水、廌，所以觸不直者去之，从去。法，今文省。佱，古文。 〔方乏切〕 (202 / 201)
85,5,泖,8,
85,5,泗,8,受泲水，東入淮。从水，四聲。 〔息利切〕 (227 / 227)
85,5,泙,8,谷也。从水，平聲。 〔符兵切〕 (231 / 230)
85,5,泛,8,浮也。从水，乏聲。 〔孚梵切〕 (233 / 233)
85,5,泜,8,水，在常山。从水，氐聲。 〔直尼切〕 (228 / 227)
85,5,泝,8,逆流而上曰㴑洄。㴑，向也，水欲下，違之而上也。从水，㡿聲。遡，㴑或从朔。 〔桑故切〕 (233 / 232)
85,5,泞,8,
85,5,泠,8,水，出丹陽宛陵，西北入江。从水，令聲。 〔郎丁切〕 (226 / 225)
85,5,泡,8,水，出山陽平樂，東北入泗。从水，包聲。 〔匹交切〕 (227 / 226)
85,5,波,8,水涌流也。从水，皮聲。 〔博禾切〕 (230 / 229)
85,5,泣,8,無聲出涕曰泣。从水，立聲。 〔去急切〕 (237 / 237)
85,5,泥,8,水，出北地郁郅北蠻中。从水，尼聲。 〔奴低切〕 (228 / 228)
85,5,泧,8,瀎泧也。从水，戉聲。讀若椒樧之樧。 〔又火活切〕 (235 / 235)
85,5,注,8,灌也。从水，主聲。 〔之戍切〕 (233 / 232)
85,5,泩,8,
85,5,泫,8,湝流也。从水，玄聲。上黨有泫氏縣。 〔胡畎切〕 (229 / 229)
85,5,泬,8,水从孔穴疾出也。从水从穴，穴亦聲。 〔呼穴切〕 (230 / 229)
85,5,泭,8,編木以渡也。从水，付聲。 〔芳無切〕 (233 / 232)
85,5,泮,8,諸侯鄉射之宮，西南爲水，東北爲牆。从水从半，半亦聲。 〔普半切〕 (237 / 237)
85,5,泯,8,滅也。从水，民聲。 〔武盡切〕 (238 / 237)
85,5,泰,10,滑也。从廾从水，大聲。冭，古文泰。 〔他蓋切〕 【臣鉉等曰：本音他達切，今《左氏傳》作汰輔，非是。】 (237 / 236)
85,5,泱,8,滃也。从水，央聲。 〔於良切〕 (233 / 233)
85,5,泲,8,沇也。東入于海。从水，𠂔聲。 〔子禮切〕 (226 / 225)
85,5,泳,8,潛行水中也。从水，永聲。 〔爲命切〕 (233 / 233)
85,5,泵,9,
85,5,泹,8,
85,6,泚,9,清也。从水，此聲。 〔千禮切〕 (229 / 229)
85,6,洀,9,
85,6,洁,9,
85,6,洃,9,
85,6,洄,9,㴑洄也。从水从回。 〔戶恢切〕 (233 / 232)
85,6,洇,9,水也。从水，因聲。 〔於眞切〕 (228 / 228)
85,6,洈,9,水，出南郡高城洈山，東入繇。从水，危聲。 〔過委切〕 (226 / 225)
85,6,洉,9,
85,6,洊,9,
85,6,洋,9,水，出齊臨朐高山，東北入鉅定。从水，羊聲。 〔似羊切〕 (227 / 227)
85,6,洌,9,水清也。从水，列聲。《易》曰：井洌寒泉食。 〔良辥切〕 (230 / 230)
85,6,洎,9,灌釜也。从水，自聲。 〔其冀切〕 (235 / 235)
85,6,洏,9,洝也。一曰：煮孰也。从水，而聲。 〔如之切〕 (235 / 235)
85,6,洐,9,溝水行也。从水从行。 〔戶庚切〕 (232 / 232)
85,6,洑,9,
85,6,洒,9,滌也。从水，西聲。古文爲灑埽字。 〔先禮切〕 (236 / 236)
85,6,洗,9,洒足也。从水，先聲。 〔穌典切〕 (237 / 236)
85,6,洘,9,
85,6,洙,9,水，出泰山，蓋臨樂山，北入泗。从水，朱聲。 〔市朱切〕 (227 / 227)
85,6,洚,9,水不遵道。一曰：下也。从水，夅聲。 〔戶工切，又下江切〕 (229 / 228)
85,6,洛,9,水，出左馮翊歸德北夷界中，東南入渭。从水，各聲。 〔盧各切〕 (225 / 225)
85,6,洝,9,渜水也。从水，安聲。 〔烏旰切〕 (235 / 235)
85,6,洞,9,疾流也。从水，同聲。 〔徒弄切〕 (230 / 230)
85,6,洟,9,鼻液也。从水，夷聲。 〔他計切〕 (237 / 237)
85,6,洠,9,
85,6,洢,9,
85,6,津,9,水渡也。从水，𦘔聲。𦪉，古文𣸁，从舟从淮。 〔將鄰切〕 (233 / 232)
85,6,洧,9,水，出潁川陽城山，東南入潁。从水，有聲。 〔榮美切〕 (227 / 226)
85,6,洨,9,水，出常山石邑井陘，東南入于泜。从水，交聲。𨙶國有洨縣。 〔下交切〕 (228 / 227)
85,6,洩,9,
85,6,洪,9,洚水也。从水，共聲。 〔戶工切〕 (229 / 228)
85,6,洫,9,十里爲成，成閒廣八尺，深八尺謂之洫。从水，血聲。《論語》曰：盡力于溝洫。 〔況逼切〕 (232 / 232)
85,6,洬,9,
85,6,洭,9,水，出桂陽縣盧聚，山洭浦關爲桂水。从水，匡聲。 〔去王切〕 (226 / 225)
85,6,洮,9,水，出隴西臨洮，東北入河。从水，兆聲。 〔土刀切〕 (225 / 224)
85,6,洯,9,
85,6,洰,9,
85,6,洱,9,
85,6,洲,9,
85,6,洳,9,
85,6,洴,9,
85,6,洵,9,過水中也。从水，旬聲。 〔相倫切〕 (228 / 228)
85,6,洶,9,涌也。从水，匈聲。 〔許拱切〕 (230 / 230)
85,6,洷,9,
85,6,洸,9,水涌光也。从水从光，光亦聲。《詩》曰：有洸有潰。 〔古黃切〕 (230 / 229)
85,6,洹,9,水，在齊魯閒。从水，亘聲。 〔羽元切〕 (227 / 227)
85,6,洺,9,水名。从水，名聲。 〔武并切〕 (238 / 237)
85,6,活,9,水流聲。从水，𠯑聲。𣿛，活或从𦕾。 〔古活切〕 (229 / 229)
85,6,洼,9,深池也。从水，圭聲。 〔一佳切，又於瓜切〕 (232 / 232)
85,6,洽,9,霑也。从水，合聲。 〔侯夾切〕 (234 / 234)
85,6,派,9,別水也。从水从𠂢，𠂢亦聲。 〔匹賣切〕 (232 / 231)
85,6,洿,9,濁水不流也。一曰：窳下也。从水，夸聲。 〔哀都切〕 (235 / 234)
85,6,浀,9,
85,6,流,9,水行也。从沝、㐬。㐬，突忽也。流，篆文从水。 〔力求切〕 (239 / 239)
85,6,浂,9,
85,7,洍,10,水也。从水，𦣞聲。《詩》曰：江有洍。 〔詳里切〕 (229 / 228)
85,7,洖,10,
85,7,浘,10,
85,7,浙,10,江水東至會稽山陰，爲浙江。从水，折聲。 〔旨熱切〕 (224 / 224)
85,7,浚,10,(杼)[抒]也。从水，夋聲。 〔私閏切〕 (235 / 235)
85,7,浞,10,濡也。从水，足聲。 〔士角切〕 (234 / 234)
85,7,浟,10,
85,7,浠,10,
85,7,浡,10,
85,7,浢,10,
85,7,浣,10,濯衣垢也。从水，𧹳聲。浣，𤃬或从完。 〔胡玩切〕 (237 / 236)
85,7,浤,10,
85,7,浥,10,溼也。从水，邑聲。 〔於及切〕 (232 / 231)
85,7,浦,10,瀕也。从水，甫聲。 〔滂古切〕 (232 / 231)
85,7,浧,10,
85,7,浨,10,
85,7,浩,10,澆也。从水，告聲。《虞書》曰：洪水浩浩。 〔胡老切〕 (230 / 229)
85,7,浪,10,滄浪水也，南入江。从水，良聲。 〔來宕切〕 (225 / 225)
85,7,浬,10,
85,7,浭,10,
85,7,浮,10,氾也。从水，孚聲。 〔縛牟切〕 (230 / 229)
85,7,浯,10,水，出琅邪靈門壺山，東北入濰。从水，吾聲。 〔五乎切〕 (227 / 227)
85,7,浰,10,
85,7,浴,10,洒身也。从水，谷聲。 〔余蜀切〕 (237 / 236)
85,7,浵,10,
85,7,浶,10,
85,7,海,10,天池也，以納百川者。从水，每聲。 〔呼改切〕 (229 / 228)
85,7,浸,10,水，出魏郡武安，東北入呼沱水。从水，𡩠聲。𡩠，籀文𡪢字。 〔子鴆切〕 (228 / 227)
85,7,浹,10,洽也。从也。从水，夾聲。 〔子協切〕 (238 / 238)
85,7,浺,10,
85,7,浻,10,
85,7,浼,10,汙也。从水，免聲。《詩》曰：河水浼浼。《孟子》曰：汝安能浼我。 〔武辠切〕 (235 / 234)
85,7,浽,10,
85,7,浾,10,
85,7,浿,10,水，出樂浪鏤方，東入海。从水，貝聲。一曰：出浿水縣。 〔普拜切〕 (228 / 227)
85,7,涀,10,
85,7,涂,10,水，出益州牧靡南山，西北入澠。从水，余聲。 〔同都切〕 (225 / 224)
85,7,涃,10,水也。从水，因聲。 〔於眞切〕 (228 / 228)
85,7,涄,10,
85,7,涅,10,黑土在水中也。从水从土，日聲。 〔奴結切〕 (231 / 231)
85,7,涆,10,
85,7,涇,10,水，出安定涇陽幵頭山，東南入渭。雝州之川也。从水，巠聲。 〔古靈切〕 (225 / 224)
85,7,消,10,盡也。从水，肖聲。 〔相幺切〕 (235 / 234)
85,7,涉,10,徒行厲水也。从沝从步。涉，篆文从水。 〔時攝切〕 (239 / 239)
85,7,涊,10,
85,7,涋,10,
85,7,涌,10,滕也。从水，甬聲。一曰：涌水，在楚國。 〔余隴切〕 (230 / 230)
85,7,涍,10,
85,7,涎,10,
85,7,涐,10,水，出蜀汶江徼外，東南入江。从水，我聲。 〔五何切〕 (224 / 224)
85,7,涑,10,𤃬也。从水，束聲。河東有涑水。 〔速侯切〕 (237 / 236)
85,7,涒,10,食巳而復吐之。从水，君聲。《爾雅》曰：太歲在申曰涒灘。 〔他昆切〕 (236 / 236)
85,7,涓,10,小流也。从水，肙聲。《爾雅》曰：汝爲涓。 〔古玄切〕 (229 / 228)
85,7,涔,10,潰也。一曰：涔陽渚，在郢中。从水，岑聲。 〔鉏箴切〕 (234 / 234)
85,7,涕,10,泣也。从水，弟聲。 〔他禮切〕 (237 / 237)
85,7,涗,10,財溫水也。从水，兌聲。《周禮》曰：以涗漚其絲。 〔輸芮切〕 (235 / 235)
85,7,涘,10,水厓也。从水，矣聲。《周書》曰：王出涘。 〔牀史切〕 (232 / 231)
85,8,𣶃,11,水朝宗于海。从水、朝省。 【臣鉉等曰：隸書不省。】 〔直遙切〕 (229 / 228)
85,8,𣶙,0,
85,8,𣶚,12,慕欲口液也。从欠从水。凡㳄之屬皆从㳄。𣶚，㳄或从侃。𣶙，籀文㳄。 〔敘連切〕 (180 / 178)
85,8,𣶛,0,慕欲口液也。从欠从水。凡㳄之屬皆从㳄。𣶚，㳄或从侃。𣶙，籀文㳄。 〔敘連切〕 (180 / 178)
85,8,𣶜,0,慕欲口液也。从欠从水。凡㳄之屬皆从㳄。𣶚，㳄或从侃。𣶙，籀文㳄。 〔敘連切〕 (180 / 178)
85,8,涪,11,水，出廣漢剛邑道徼外，南入漢。从水，咅聲。 〔縛牟切〕 (224 / 224)
85,8,涫,11,𩰾也。从水，官聲。酒泉有樂涫縣。 〔古丸切〕 (235 / 235)
85,8,涬,11,
85,8,涮,11,
85,8,涯,11,水邊也。从水从厓，厓亦聲。 〔魚羈切〕 (238 / 238)
85,8,液,11,𧗁也。从水，夜聲。 〔羊益切〕 (236 / 236)
85,8,涳,11,直流也。从水，空聲。 〔苦江切，又哭工切〕 (230 / 230)
85,8,涴,11,
85,8,涵,11,水澤多也。从水，圅聲。《詩》曰：僭始既𣹢。 〔胡男切〕 (234 / 234)
85,8,涷,11,水，出發鳩山，入於河。从水，東聲。 〔德紅切〕 (224 / 224)
85,8,涸,11,渴也。从水，固聲。讀若狐貈之貈。𤃯，涸亦从水、鹵、舟。 〔下各切〕 (235 / 234)
85,8,涺,11,水也。从水，居聲。 〔九魚切〕 (228 / 228)
85,8,涻,11,水，出北嚻山，入邙澤。从水，舍聲。 〔始夜切〕 (228 / 228)
85,8,涼,11,薄也。从水，京聲。 〔呂張切〕 (236 / 235)
85,8,涽,11,
85,8,涾,11,涫溢也。今河朔方言謂沸溢爲涾。从水，沓聲。 〔徒合切〕 (235 / 235)
85,8,涿,11,流下滴也。从水，豖聲。上谷有涿縣。𣄻，奇字涿，从日、乙。 〔竹角切〕 (234 / 233)
85,8,淀,11,
85,8,淂,11,
85,8,淄,11,
85,8,淅,11,汏米也。从水，析聲。 〔先擊切〕 (235 / 235)
85,8,淆,11,
85,8,淇,11,水，出河內共北山，東入河。或曰：出隆慮西山。从水，其聲。 〔渠之切〕 (226 / 225)
85,8,淈,11,濁也。从水，屈聲。一曰：滒泥。一曰：水出皃。 〔古忽切〕 (231 / 230)
85,8,淉,11,水也。从水，果聲。 〔古火切〕 (228 / 228)
85,8,淊,11,泥水淊淊也。一曰：繅絲湯也。从水，臽聲。 〔胡感切〕 (234 / 234)
85,8,淋,11,以水𣵽也。从水，林聲。一曰：淋淋，山下水皃。 〔力尋切〕 (237 / 236)
85,8,淌,11,
85,8,淍,11,
85,8,淏,11,
85,8,淐,11,
85,8,淑,11,清湛也。从水，叔聲。 〔殊六切〕 (231 / 230)
85,8,淒,11,雲雨起也。从水，妻聲。《詩》曰：有渰淒淒。 〔七稽切〕 (233 / 233)
85,8,淓,11,
85,8,淔,11,水也。从水，直聲。 〔恥力切〕 (228 / 228)
85,8,淕,11,
85,8,淖,11,泥也。从水，卓聲。 〔奴敎切〕 (231 / 231)
85,8,淗,11,
85,8,淘,11,
85,8,淙,11,水聲也。从水，宗聲。 〔藏宗切〕 (230 / 230)
85,8,淚,11,
85,8,淛,11,
85,8,淜,11,無舟渡河也。从水，朋聲。 〔皮冰切〕 (233 / 232)
85,8,淝,11,
85,8,淞,11,
85,8,淟,11,
85,8,淠,11,水，出汝南弋陽垂山，東入淮。从水，畀聲。 〔匹備切，又匹制切〕 (226 / 226)
85,8,淡,11,薄味也。从水，炎聲。 〔徒敢切〕 (236 / 235)
85,8,淢,11,疾流也。从水，或聲。 〔(子)[于]逼切〕 (229 / 229)
85,8,淣,11,
85,8,淤,11,澱滓濁泥。从水，於聲。 〔依據切〕 (236 / 235)
85,8,淥,11,浚也。从水，鹿聲。淥，漉或从彔。 〔盧谷切〕 (236 / 235)
85,8,淦,11,水入船中也。一曰：泥也。从水，金聲。汵，淦或从今。 〔古暗切〕 (233 / 233)
85,8,淨,11,魯北城門池也。从水，爭聲。 〔士耕切，又才性切〕 (227 / 226)
85,8,淩,11,水，在臨淮。从水，夌聲。 〔力膺切〕 (227 / 226)
85,8,淪,11,小波爲淪。从水，侖聲。《詩》曰：河水清且淪漪。一曰：沒也。 〔力迍切〕 (230 / 229)
85,8,淫,11,侵淫隨理也。从水，㸒聲。一曰：久雨爲淫。 〔余箴切〕 (231 / 231)
85,8,淬,11,滅火器也。从水，卒聲。 〔七內切〕 (236 / 236)
85,8,淭,11,
85,8,淮,11,水，出南陽平氏桐柏大復山，東南入海。从水，隹聲。 〔戶乖切〕 (226 / 226)
85,8,淯,11,水，出弘農盧氏山，東南入海。从水，育聲。或曰：出酈山西。 〔余六切〕 (225 / 225)
85,8,淰,11,濁也。从水，念聲。 〔乃忝切〕 (236 / 235)
85,8,深,11,水，出桂陽南平，西入營道。从水，罙聲。 〔式針切〕 (226 / 226)
85,8,淲,11,水流皃。从水，彪省聲。《詩》曰：淲沱北流。 〔皮彪切〕 (229 / 229)
85,8,淳,11,淥也。从水，𦎧聲。 〔常倫切〕 (237 / 236)
85,8,淴,11,
85,8,淵,11,回水也。从水，象形，左右岸也，中象水皃。𣶒，淵或省水。囦，古文从囗、水。 〔烏玄切〕 (231 / 230)
85,8,淶,11,水，起北地廣昌，東入河。从水，來聲。并州浸。 〔洛哀切〕 (228 / 228)
85,8,混,11,豐流也。从水，昆聲。 〔胡本切〕 (229 / 228)
85,8,淹,11,水，出越巂徼外，東入若水。从水，奄聲。 〔英廉切〕 (225 / 224)
85,8,淺,11,不深也。从水，戔聲。 〔七衍切〕 (231 / 231)
85,8,添,11,
85,8,淼,12,大水也。从三水。或作渺。 〔亡沼切〕 (238 / 238)
85,8,淽,11,
85,8,渀,11,
85,8,清,11,朗也。澂水之皃。从水，青聲。 〔七情切〕 (231 / 230)
85,8,渚,11,水，在常山中丘逢山，東入湡。从水，者聲。《爾雅》曰：小洲曰渚。 〔章与切〕 (228 / 227)
85,8,湴,11,
85,9,渃,12,
85,9,渙,12,流散也。从水，奐聲。 〔呼貫切〕 (229 / 229)
85,9,減,12,損也。从水，咸聲。 〔古斬切〕 (237 / 237)
85,9,渜,12,湯也。从水，耎聲。 〔乃管切〕 (235 / 235)
85,9,渝,12,變汙也。从水，俞聲。一曰：渝水，在遼西臨俞，東出塞。 〔羊朱切〕 (237 / 237)
85,9,渟,12,
85,9,渠,12,水所居。从水，榘省聲。 〔彊魚切〕 (232 / 232)
85,9,渡,12,濟也。从水，度聲。 〔徒故切〕 (233 / 232)
85,9,渢,12,
85,9,渣,12,
85,9,渤,12,
85,9,渥,12,霑也。从水，屋聲。 〔於角切〕 (234 / 234)
85,9,渦,12,
85,9,渧,12,
85,9,渨,12,沒也。从水，畏聲。 〔烏恢切〕 (233 / 233)
85,9,渫,12,除去也。从水，枼聲。 〔私列切〕 (237 / 236)
85,9,測,12,深所至也。从水，則聲。 〔初側切〕 (230 / 230)
85,9,渭,12,水，出隴西首陽渭首亭南谷，東入河。从水，胃聲。杜林說《夏書》，以爲：出鳥鼠山，雝州浸也。 〔云貴切〕 (225 / 224)
85,9,渮,12,
85,9,港,12,水派也。从水，䢽聲。 〔古項切〕 (238 / 237)
85,9,渰,12,雲雨皃。从水，弇聲。 〔衣檢切〕 (233 / 233)
85,9,渱,12,
85,9,渲,12,
85,9,渳,12,飲也。从水，弭聲。 〔綿婢切〕 (236 / 236)
85,9,渴,12,盡也。从水，曷聲。 〔苦葛切〕 (235 / 234)
85,9,渵,12,
85,9,渶,12,
85,9,游,12,旌旗之流也。从㫃，汓聲。䢊，古文游。 〔以周切〕 (140 / 137)
85,9,渹,12,
85,9,渺,12,
85,9,渻,12,少減也。一曰：水門。又：水出丘前謂之渻丘。从水，省聲。 〔息井切〕 (231 / 231)
85,9,渼,12,
85,9,渽,12,
85,9,渾,12,混流聲也。从水，軍聲。一曰：洿下皃。 〔戶昆切〕 (230 / 230)
85,9,渿,12,沛之也。从水，柰聲。 〔奴帶切〕 (234 / 233)
85,9,湀,12,湀辟，深水處也。从水，癸聲。 〔求癸切〕 (232 / 231)
85,9,湁,12,湁湒，𩰾也。从水，拾聲。 〔丑入切〕 (230 / 230)
85,9,湃,12,
85,9,湄,12,水艸交爲湄。从水，眉聲。 〔武悲切〕 (232 / 232)
85,9,湅,12,𤄒也。从水，柬聲。 〔郎甸切〕 (237 / 237)
85,9,湆,12,幽溼也。从水，音聲。 〔去急切〕 (235 / 234)
85,9,湇,12,
85,9,湉,12,
85,9,湊,12,水上人所會也。从水，奏聲。 〔倉奏切〕 (233 / 233)
85,9,湋,12,回也。从水，韋聲。 〔羽非切〕 (230 / 230)
85,9,湍,12,疾瀨也。从水，耑聲。 〔他耑切〕 (230 / 230)
85,9,湎,12,沈於酒也。从水，面聲。《周書》曰：罔敢湎于酒。 〔彌兖切〕 (236 / 235)
85,9,湑,12,莤酒也。一曰：浚也。一曰：露皃。从水，胥聲。《詩》曰：有酒湑我。又曰：零露湑兮。 〔私呂切〕 (236 / 235)
85,9,湒,12,雨下也。从水，咠聲。一曰：沸涌皃。 〔姊入切〕 (234 / 233)
85,9,湓,12,
85,9,湔,12,水，出蜀郡綿虒玉壘山，東南入江。从水，前聲。一曰：手𤃬之。 〔子仙切〕 (225 / 224)
85,9,湕,12,
85,9,湖,12,大陂也。从水，胡聲。揚州浸有五湖。浸，川澤所仰以灌溉也。 〔戶吳切〕 (232 / 232)
85,9,湘,12,水，出零陵陽海山，北入江。从水，相聲。 〔息良切〕 (226 / 226)
85,9,湚,12,
85,9,湛,12,沒也。从水，甚聲。一曰：湛水，豫章浸。㴴，古文。 〔宅減切〕 (233 / 233)
85,9,湜,12,水清底見也。从水，是聲。《詩》曰：湜湜其止。 〔常職切〕 (231 / 230)
85,9,湝,12,水流湝湝也。从水，皆聲。一曰：湝湝，寒也。《詩》曰：風雨湝湝。 〔古諧切〕 (229 / 229)
85,9,湞,12,水，出南海龍川，西入溱。从水，貞聲。 〔陟盈切〕 (226 / 226)
85,9,湟,12,水，出金城臨羌塞外，東入河。从水，皇聲。 〔乎光切〕 (225 / 225)
85,9,湠,12,
85,9,湡,12,水，出趙國襄國之西山，東北入寖。从水，禺聲。 〔噳俱切〕 (228 / 227)
85,9,湢,12,
85,9,湣,12,
85,9,湤,12,
85,9,湥,12,
85,9,湦,12,
85,9,湧,12,
85,9,湨,12,
85,9,湩,12,乳汁也。从水，重聲。 〔多貢切〕 (237 / 237)
85,9,湫,12,隘下也。一曰：有湫水，在周地。《春秋傳》曰：晏子之宅秋隘。安定朝𨙻有湫泉。从水，秋聲。 〔子了切，又即由切〕 (235 / 234)
85,9,湮,12,沒也。从水，垔聲。 〔於眞切〕 (233 / 233)
85,9,湯,12,熱水也。从水，昜聲。 〔土郎切〕 (235 / 235)
85,9,湱,12,
85,9,湲,12,潺湲，水聲。从水，爰聲。 〔王權切〕 (238 / 237)
85,9,湳,12,西河美稷保東北水。从水，南聲。 〔乃感切〕 (228 / 228)
85,9,湷,12,
85,9,湸,12,
85,9,湹,12,
85,9,溈,12,
85,9,溉,12,水，出東海桑瀆覆甑山，東北入海。一曰：灌注也。从水，既聲。 〔古代切〕 (227 / 227)
85,10,溍,13,
85,10,溎,13,
85,10,溏,13,
85,10,源,13,
85,10,溒,13,
